楚珍源酒家, 美术馆后街大取灯胡同9号, 住宿服务;宾馆酒店;宾馆酒店, 116.401285,39.928939, 116.407531,39.930343, 116.413901,39.936659
北京楚舜酒店, 广渠门外大街广渠家园11号楼近华仁医院, 住宿服务;宾馆酒店;宾馆酒店, 116.442580,39.891155, 116.448759,39.892511, 116.455366,39.898223
楚韵楼, 青年湖北街, 餐饮服务;中餐厅;中餐厅, 116.399125,39.959654, 116.405375,39.961060, 116.411761,39.967396
北京楚蓉整形, 安定门东滨河路3号雍和家园7-101室, 医疗保健服务;专科医院;整形美容, 116.414340,39.949346, 116.420579,39.950745, 116.427013,39.956907
楚味鸭颈(王府井店), 王府井大街, 餐饮服务;中餐厅;中餐厅, 116.403723,39.922776, 116.409967,39.924179, 116.416345,39.930476
北京楚湘阁酒店, 和平里东街南口13号, 餐饮服务;中餐厅;湖南菜(湘菜), 116.418862,39.949866, 116.425095,39.951260, 116.431556,39.957346
北京楚蓉福运医疗美容, 工人体育场北路66号瑞士公寓E座B1, 生活服务;美容美发店;美容美发店, 116.430977,39.931878, 116.437188,39.933256, 116.443713,39.939121
楚韵鸿达商贸中心, 天坛东路35, 购物服务;服装鞋帽皮具店;服装鞋帽皮具店, 116.414681,39.872606, 116.420910,39.874001, 116.427374,39.880167
北京楚星恒基纺织品有限公司, 东四十条甲22号南新仓商务大厦A座9层901, 公司企业;公司;公司, 116.424693,39.931351, 116.430915,39.932738, 116.437402,39.938715
北京楚天飞鹏文化用品中心, 东革新里42永外城礼品大楼A座1层A113, 购物服务;文化用品店;文化用品店, 116.391002,39.863655, 116.397240,39.865056, 116.403640,39.871408
楚老锅(原九天悦食府), 东城区中轴路水电东场6号(工人日报社斜对面), 餐饮服务;餐饮相关场所;餐饮相关, 116.389998,39.951857, 116.396247,39.953262, 116.402623,39.959602
楚缘美食, 崇文门外大街18号国瑞城商场东侧(近新世界商城), 风景名胜;风景名胜相关;旅游景点, 116.413344,39.897523, 116.419577,39.898920, 116.426016,39.905102
楚留湘湘味石锅鱼, 北京站前街恒基商城B1楼美食城, 餐饮服务;中餐厅;湖南菜(湘菜), 116.422122,39.904361, 116.428345,39.905750, 116.434829,39.911778
楚博霖文化传媒有限公司, 演乐商务楼, 公司企业;公司企业;公司企业, 116.414001,39.918976, 116.420236,39.920374, 116.426661,39.926539
北京楚蓉雍和医学整形美容中心, 雍和家园7号楼101, 医疗保健服务;医疗保健服务场所;医疗保健服务场所, 116.415125,39.949272, 116.421363,39.950670, 116.427802,39.956820
北京协和医学院基础学院, 东单三条5号, 科教文化服务;学校;高等院校, 116.410651,39.909437, 116.416888,39.910837, 116.423302,39.917055
牺牲所大殿柱础, 天坛, 风景名胜;风景名胜;风景名胜, 116.400825,39.877194, 116.407064,39.878596, 116.413469,39.884927
北京协和医学院基础医学院(东单三条), 东单北大街69, 科教文化服务;学校;高等院校, 116.410663,39.909446, 116.416900,39.910846, 116.423314,39.917064
中国医学科学院基础医学研究所, 东单三条5号, 科教文化服务;科研机构;科研机构, 116.410651,39.909437, 116.416888,39.910837, 116.423302,39.917055
中医基础理论研究所, 东直门内南小街16号, 科教文化服务;科研机构;科研机构, 116.420948,39.938325, 116.427177,39.939717, 116.433643,39.945763
北京协和医学院基础学院(南门), 东单三条5号, 科教文化服务;学校;高等院校, 116.410975,39.909328, 116.417212,39.910727, 116.423628,39.916940
协和基础研究院食堂, 协和医院内, 餐饮服务;中餐厅;中餐厅, 116.411307,39.911175, 116.417544,39.912574, 116.423960,39.918782
睦野画舍基础教室, 鼓楼净土胡同20号(近北锣鼓巷), 科教文化服务;培训机构;培训机构, 116.394351,39.944005, 116.400600,39.945410, 116.406967,39.951755
北京市日化新材料及基础科学实验室, 东四块玉南街32, 科教文化服务;科研机构;科研机构, 116.419191,39.876715, 116.425414,39.878106, 116.431903,39.884195
中国医学科学院基础医学研究所地面停车场, 东单三条5号, 交通设施服务;停车场;停车场相关, 116.410880,39.909199, 116.417117,39.910598, 116.423532,39.916813
中国医学科学院基础医学研究所行政办公楼, 东单北大街69, 科教文化服务;学校;学校, 116.411303,39.909926, 116.417540,39.911325, 116.423957,39.917533
中国协和医科大学基础医学部中心, 东单北大街69号, 科教文化服务;科研机构;科研机构, 116.411065,39.910199, 116.417302,39.911598, 116.423717,39.917810
储秀宫, 东华门, 风景名胜;风景名胜;风景名胜, 116.389745,39.919786, 116.395990,39.921190, 116.402356,39.927526
中国邮政储蓄ATM, 安外大街113号, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.405484,39.958053, 116.411731,39.959457, 116.418132,39.965742
国储能源, 鼓楼外大街26号荣宝大厦, 公司企业;公司;公司, 116.389332,39.959879, 116.395582,39.961284, 116.401967,39.967624
中国邮政储蓄银行(正义路支行), 前门东大街7号(近正义路), 金融保险服务;银行;中国邮政储蓄银行, 116.399949,39.899877, 116.406191,39.901280, 116.412576,39.907611
安外邮政储蓄, 安定门外大街181号, 金融保险服务;银行;中国邮政储蓄银行, 116.401427,39.952588, 116.407676,39.953993, 116.414060,39.960312
中国邮政储蓄银行(建内大街支行), 建国门内大街甲18, 金融保险服务;银行;中国邮政储蓄银行, 116.419282,39.906292, 116.425509,39.907684, 116.431974,39.913763
中国邮政储蓄银行(东花市南里支行), 南小市口街26-28, 金融保险服务;银行;中国邮政储蓄银行, 116.425243,39.893390, 116.431459,39.894775, 116.437973,39.900750
中国邮政储蓄银行(北京站支行), 北京站西街1, 金融保险服务;银行;中国邮政储蓄银行, 116.419849,39.904119, 116.426075,39.905511, 116.432545,39.911580
中国邮政储蓄银行(东单支行), 东单三条8-18, 金融保险服务;银行;中国邮政储蓄银行, 116.409453,39.909092, 116.415691,39.910492, 116.422100,39.916726
中国邮政储蓄(幸福大街邮电所), 幸福大街38号, 金融保险服务;银行;中国邮政储蓄银行, 116.424276,39.887984, 116.430493,39.889370, 116.437006,39.895364
中国邮政储蓄银行(广渠门外大街支行), 富力家园商业11-17, 金融保险服务;银行;中国邮政储蓄银行, 116.444582,39.892690, 116.450756,39.894042, 116.457368,39.899735
中国邮政储蓄银行(光明楼支行), 光明中街65, 金融保险服务;银行;中国邮政储蓄银行, 116.431393,39.883709, 116.437597,39.885085, 116.444157,39.890954
中国邮政储蓄银行(和平里支行), 和平里六区6-6, 金融保险服务;银行;中国邮政储蓄银行, 116.415913,39.955788, 116.422151,39.957185, 116.428600,39.963324
中国邮政储蓄银行ATM(崇文支行), 崇文门外大街11-15, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.412110,39.892616, 116.418344,39.894014, 116.424781,39.900216
中国邮政储蓄银行(大都市街支行), 珠市口东大街4-4, 金融保险服务;银行;中国邮政储蓄银行, 116.408695,39.891261, 116.414932,39.892661, 116.421354,39.898911
中国邮政储蓄银行(北新桥支行), 东四北大街12, 金融保险服务;银行;中国邮政储蓄银行, 116.410861,39.938609, 116.417102,39.940010, 116.423511,39.946223
中国邮政储蓄银行(东四支行), 东四北大街553, 金融保险服务;银行;中国邮政储蓄银行, 116.411071,39.923641, 116.417310,39.925041, 116.423718,39.931250
中国邮政储蓄银行ATM(和平里支行), 和平里六区6-6, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.416077,39.955789, 116.422314,39.957186, 116.428764,39.963322
中国邮政储蓄银行ATM(北京站支行), 北京站西街1, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.419732,39.904094, 116.425958,39.905486, 116.432427,39.911558
中国邮政储蓄银行ATM(东四支行), 东四北大街553, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.411090,39.923589, 116.417329,39.924989, 116.423737,39.931198
中国邮政储蓄银行ATM(北新桥支行), 东四北大街12, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.410861,39.938609, 116.417102,39.940010, 116.423511,39.946223
中国邮政储蓄银行ATM(贡院西街), 贡院西街6号D座, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.424937,39.909321, 116.431156,39.910707, 116.437653,39.916682
中国邮政储蓄银行ATM(光明中街), 龙潭, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.431391,39.883753, 116.437595,39.885129, 116.444155,39.890998
东四十条邮政储蓄所ATM, 东四十条甲28, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.422074,39.931931, 116.428300,39.933321, 116.434771,39.939346
中国邮政储蓄银行(马圈储蓄所), 广渠门外大街41-3, 金融保险服务;银行;中国邮政储蓄银行, 116.440859,39.892671, 116.447042,39.894031, 116.453641,39.899761
中国邮政储蓄银行ATM(安定门外大街), 和平里, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.401472,39.955304, 116.407721,39.956709, 116.414108,39.963029
中国邮政储蓄银行ATM(前门大街), 前门大街98, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.392213,39.891585, 116.398455,39.892988, 116.404843,39.899338
中国邮政储蓄银行(京文邮电所), 永外东革新里42号, 金融保险服务;银行;中国邮政储蓄银行, 116.391373,39.863007, 116.397611,39.864408, 116.404010,39.870761
东四十条邮政储蓄所, 东四十条甲28, 金融保险服务;银行;中国邮政储蓄银行, 116.422033,39.931915, 116.428259,39.933305, 116.434729,39.939330
中国邮政储蓄银行(农光里邮电支局), 东单北大街39号, 金融保险服务;银行;中国邮政储蓄银行, 116.411396,39.912229, 116.417633,39.913628, 116.424048,39.919834
中国邮政储蓄银行ATM(左安门内大街), 龙潭湖公园西侧左安门内大街甲2号, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.433500,39.874828, 116.439698,39.876200, 116.446274,39.882036
新景家园邮政储蓄所, 南花市大街3-5, 金融保险服务;银行;中国邮政储蓄银行, 116.421028,39.895415, 116.427251,39.896805, 116.433737,39.902856
邮票博物馆储蓄所邮政储蓄, 贡院西街6号d座, 金融保险服务;银行;中国邮政储蓄银行, 116.424815,39.909444, 116.431034,39.910830, 116.437530,39.916808
中国邮政储蓄银行24小时自助银行(东单支行), 东单三条8-18, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.409526,39.909080, 116.415764,39.910480, 116.422173,39.916713
中国邮政储蓄银行24小时自助银行(东花市南里支行), 南小市口街26-28, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.425253,39.893260, 116.431469,39.894645, 116.437983,39.900620
新景家园邮政储蓄所ATM, 南花市大街3-5, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.421020,39.895349, 116.427243,39.896739, 116.433729,39.902790
中国邮政储蓄银行(交道口东大街支行), 交道口东大街10号, 金融保险服务;银行;中国邮政储蓄银行, 116.402929,39.938894, 116.409175,39.940298, 116.415553,39.946602
体育馆路邮政储蓄所, 体育馆路7, 金融保险服务;银行;中国邮政储蓄银行, 116.421801,39.883318, 116.428022,39.884706, 116.434523,39.890747
中国邮政储蓄银行ATM(交道口东大街支行), 交道口东大街10, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.402924,39.938865, 116.409170,39.940269, 116.415547,39.946573
中国邮政储蓄银行ATM, 东直门交通枢纽内, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.429302,39.941097, 116.435517,39.942478, 116.442036,39.948373
安外邮政储蓄ATM, 安定门外大街181号, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.401443,39.952498, 116.407691,39.953903, 116.414075,39.960222
中国邮政储蓄银行ATM(马圈储蓄所), 广渠门外大街41-3, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.440876,39.892681, 116.447059,39.894041, 116.453658,39.899771
邮政储蓄银行ATM(华都中医院), 红十字会华都中医院, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.431475,39.891538, 116.437679,39.892914, 116.444233,39.898780
新景花园邮电所邮政储蓄, 南花市大街5号, 金融保险服务;银行;中国邮政储蓄银行, 116.421114,39.895441, 116.427337,39.896831, 116.433823,39.902881
北京中储物资公司, 广渠门外大街29号, 公司企业;公司企业;公司企业, 116.443337,39.892618, 116.449514,39.893973, 116.456122,39.899677
中国邮政储蓄银行24小时自助银行(建内大街支行), 建国门内大街甲18, 金融保险服务;自动提款机;中国邮政储蓄银行ATM, 116.419287,39.906298, 116.425514,39.907690, 116.431979,39.913769
触礁, 南锣鼓巷14-1, 体育休闲服务;娱乐场所;酒吧, 116.397002,39.938451, 116.403250,39.939856, 116.409615,39.946195
触摸, 鼓楼东大街158-2, 购物服务;服装鞋帽皮具店;服装鞋帽皮具店, 116.394834,39.939320, 116.401082,39.940725, 116.407446,39.947068
触摸美甲, 隆福寺步行街33号(近美术馆东街), 生活服务;美容美发店;美容美发店, 116.407719,39.923208, 116.413960,39.924610, 116.420353,39.930864
触动真爱中心, 工人体育馆北门B1层创意之窗, 生活服务;生活服务场所;生活服务场所, 116.436068,39.932051, 116.442268,39.933421, 116.448821,39.939205
鑫博士婴儿游泳抚触专业会所(花市店), 东花市南里8号楼7楼746室, 体育休闲服务;体育休闲服务场所;体育休闲服务场所, 116.428980,39.895837, 116.435190,39.897217, 116.441725,39.903124
北京触动体育发展有限公司, 光明路11号天玉大厦5层500, 公司企业;公司;公司, 116.430763,39.883530, 116.436968,39.884907, 116.443524,39.890787
Touch(接触造型), 东四南大街9号, 生活服务;美容美发店;美容美发店, 116.411060,39.922449, 116.417299,39.923849, 116.423707,39.930058
售票处, 天坛路神乐署附近, 生活服务;售票处;售票处, 116.399250,39.877645, 116.405490,39.879047, 116.411892,39.885388
火车票代售处, 西花市大街57, 生活服务;售票处;火车票代售点, 116.416127,39.896045, 116.422357,39.897440, 116.428813,39.903577
都一处(鲜鱼口街), 前门大街38, 餐饮服务;中餐厅;老字号, 116.392075,39.894809, 116.398317,39.896212, 116.404702,39.902561
火车票代售处(东四十条), 东四十条98-3, 生活服务;售票处;火车票代售点, 116.413826,39.932056, 116.420063,39.933454, 116.426485,39.939621
火车票代售处, 和平里七区30号3-101, 生活服务;售票处;火车票代售点, 116.413407,39.960541, 116.419648,39.961941, 116.426088,39.968122
都一处(永定门东街), 永定门内东街中里9-17号, 餐饮服务;中餐厅;老字号, 116.402611,39.871902, 116.408849,39.873304, 116.415261,39.879623
火车票代售处, 安定路20号院东方燕都商务楼, 生活服务;售票处;火车票代售点, 116.402470,39.971072, 116.408720,39.972478, 116.415124,39.978795
火车票代售处, 青年沟路小黄庄一区好想你枣专卖, 生活服务;售票处;火车票代售点, 116.405349,39.960358, 116.411597,39.961762, 116.418000,39.968049
